"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Class","Method","Marketing_channels","Utilizations","Category","Metric","Remark","Domain","Domain Category","Chemical_Number","Value","CV (%)"
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,52.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,55.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,52.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,13.2
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,15.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,55.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,52.7
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,21,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,24,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,0.05
"CENSUS",2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,63.2
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,61
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,52.7
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,35
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,63.2
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,61
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,99.95
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,52.7
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,10,35
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,48.4
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,61
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,35
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,48.4
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,52.7
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,35
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,48.4
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,63.2
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,52.7
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,35
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,48.4
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,52.7
"CENSUS",2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,35
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,88.3
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,64.9
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,60.2
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,64.9
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,60.2
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,64.9
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,75.8
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,75.3
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,60.2
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,60.2
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,60.2
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,61.7
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"SHARP","135",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"SHARP","135",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"SHARP","135",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"SHARP","135",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS","05","NORTHEAST",30,"GREENE","055",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
